2023-06-24 10:45:15.857  INFO -- [RMI TCP Connection(23)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 13:17:24.418  INFO -- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-06-24 13:17:24.419  INFO -- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 4646 ms
2023-06-24 13:17:24.974  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8081 (http) with context path ''
2023-06-24 13:17:24.983  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Started DocumentServiceApplication in 5.614 seconds (process running for 6.204)
2023-06-24 13:17:30.674  INFO -- [http-nio-8081-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-24 13:17:30.674  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-06-24 13:17:30.675  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2023-06-24 13:17:30.821  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 13:17:30.821  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 13:17:30.821  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 13:17:30.821  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 13:17:30.862  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 13:17:30.862  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 13:17:30.862  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : properties: {cnum: 0009VM744-002JI2744}
2023-06-24 13:17:30.862  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro
2023-06-24 13:17:31.034  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{cnum: 0009VM744-002JI2744}"]>
2023-06-24 13:17:31.241  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 13:17:31.241  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 13:19:37.927  INFO -- [RMI TCP Connection(12)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 13:19:37.941  INFO -- [RMI TCP Connection(12)-127.0.0.1] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
2023-06-24 13:19:37.942  INFO -- [RMI TCP Connection(12)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-06-24 13:19:56.164  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Starting DocumentServiceApplication using Java 17.0.7 with PID 26284 (C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\target\classes started by 002JI2744 in C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService)
2023-06-24 13:19:59.197  INFO -- [main] c.i.g.d.DocumentServiceApplication       : No active profile set, falling back to 1 default profile: "default"
2023-06-24 13:20:00.235  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8081 (http)
2023-06-24 13:20:00.246  INFO -- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-06-24 13:20:00.246  INFO -- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-24 13:20:00.346  INFO -- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-06-24 13:20:00.347  INFO -- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 1115 ms
2023-06-24 13:20:00.736  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8081 (http) with context path ''
2023-06-24 13:20:00.745  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Started DocumentServiceApplication in 5.111 seconds (process running for 8.783)
2023-06-24 13:20:08.194  INFO -- [http-nio-8081-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-24 13:20:08.195  INFO -- [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-06-24 13:20:08.196  INFO -- [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2023-06-24 13:20:08.248  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 13:20:08.249  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 13:20:08.249  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 13:20:08.249  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 13:20:08.285  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 13:20:08.286  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 13:20:08.286  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : properties: {cnum: 0009VM744-002JI2744}
2023-06-24 13:20:08.286  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro
2023-06-24 13:20:08.300  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{cnum: 0009VM744-002JI2744}"]>
2023-06-24 13:20:08.531  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 13:20:08.531  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 13:21:16.846  INFO -- [RMI TCP Connection(9)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 13:21:16.858  INFO -- [RMI TCP Connection(9)-127.0.0.1] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
2023-06-24 13:21:16.860  INFO -- [RMI TCP Connection(9)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-06-24 13:21:34.970  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Starting DocumentServiceApplication using Java 17.0.7 with PID 28480 (C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\target\classes started by 002JI2744 in C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService)
2023-06-24 13:21:34.973  INFO -- [main] c.i.g.d.DocumentServiceApplication       : No active profile set, falling back to 1 default profile: "default"
2023-06-24 13:21:35.661  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8081 (http)
2023-06-24 13:21:35.671  INFO -- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-06-24 13:21:35.671  INFO -- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-24 13:21:35.767  INFO -- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-06-24 13:21:35.767  INFO -- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 754 ms
2023-06-24 13:21:36.085  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8081 (http) with context path ''
2023-06-24 13:21:36.094  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Started DocumentServiceApplication in 1.461 seconds (process running for 2.092)
2023-06-24 13:21:50.029  INFO -- [http-nio-8081-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-24 13:21:50.030  INFO -- [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-06-24 13:21:50.031  INFO -- [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2023-06-24 13:21:50.079  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 13:21:50.080  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 13:21:50.080  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 13:21:50.080  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 13:21:50.116  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 13:21:50.116  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 13:21:50.117  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : properties: {cnum: 0009VM744-002JI2744}
2023-06-24 13:21:50.117  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro
2023-06-24 13:21:50.131  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{cnum: 0009VM744-002JI2744}"]>
2023-06-24 13:21:50.345  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 13:21:50.346  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 13:22:56.666  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 13:22:56.666  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 13:22:56.666  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 13:22:56.666  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 13:22:56.683  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 13:22:56.683  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 13:22:56.683  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : properties: {"cnum": "0009"}
2023-06-24 13:22:56.683  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro
2023-06-24 13:22:56.691  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{"cnum": "0009"}"]>
2023-06-24 13:23:09.121  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 13:23:09.121  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 13:32:47.875  INFO -- [RMI TCP Connection(20)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 13:32:47.908  INFO -- [RMI TCP Connection(20)-127.0.0.1] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
2023-06-24 13:32:47.909  INFO -- [RMI TCP Connection(20)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-06-24 13:33:15.558  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Starting DocumentServiceApplication using Java 17.0.7 with PID 12172 (C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\target\classes started by 002JI2744 in C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService)
2023-06-24 13:33:15.560  INFO -- [main] c.i.g.d.DocumentServiceApplication       : No active profile set, falling back to 1 default profile: "default"
2023-06-24 13:33:16.218  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8081 (http)
2023-06-24 13:33:16.228  INFO -- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-06-24 13:33:16.228  INFO -- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-24 13:33:16.310  INFO -- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-06-24 13:33:16.310  INFO -- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 714 ms
2023-06-24 13:33:16.606  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8081 (http) with context path ''
2023-06-24 13:33:16.614  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Started DocumentServiceApplication in 1.413 seconds (process running for 1.936)
2023-06-24 13:33:29.919  INFO -- [http-nio-8081-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-24 13:33:29.920  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-06-24 13:33:29.921  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2023-06-24 13:33:29.965  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 13:33:29.965  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 13:33:29.965  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 13:33:29.965  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 13:33:30.081  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 13:33:30.081  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 13:33:30.081  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : properties: {"cnum": "0009"}
2023-06-24 13:33:30.081  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro
2023-06-24 13:33:30.091  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{"cnum": "0009"}"]>
2023-06-24 13:33:39.602  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 13:33:39.602  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 13:44:17.803  INFO -- [RMI TCP Connection(20)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 13:44:17.817  INFO -- [RMI TCP Connection(20)-127.0.0.1] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
2023-06-24 13:44:17.818  INFO -- [RMI TCP Connection(20)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-06-24 13:44:43.865  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Starting DocumentServiceApplication using Java 17.0.7 with PID 24664 (C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\target\classes started by 002JI2744 in C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService)
2023-06-24 13:44:43.871  INFO -- [main] c.i.g.d.DocumentServiceApplication       : No active profile set, falling back to 1 default profile: "default"
2023-06-24 13:44:45.864  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8081 (http)
2023-06-24 13:44:45.901  INFO -- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-06-24 13:44:45.901  INFO -- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-24 13:44:46.147  INFO -- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-06-24 13:44:46.149  INFO -- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 2144 ms
2023-06-24 13:44:47.223  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8081 (http) with context path ''
2023-06-24 13:44:47.243  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Started DocumentServiceApplication in 4.732 seconds (process running for 6.61)
2023-06-24 13:44:59.102  INFO -- [http-nio-8081-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-24 13:44:59.102  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-06-24 13:44:59.110  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Completed initialization in 8 ms
2023-06-24 13:44:59.298  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 13:44:59.299  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 13:44:59.299  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 13:44:59.299  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 13:44:59.724  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 13:44:59.724  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 13:44:59.724  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : properties: {"cnum": "0009"}
2023-06-24 13:44:59.724  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro
2023-06-24 13:44:59.761  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{"cnum": "0009"}"]>
2023-06-24 13:45:16.417  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 13:45:16.417  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 13:50:52.272  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 13:50:52.272  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 13:50:52.272  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 13:50:52.272  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 13:50:52.280  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 13:50:52.280  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 13:50:52.280  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : properties: {"cnum": "0009"}
2023-06-24 13:50:52.280  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro
2023-06-24 13:50:52.296  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{"cnum": "0009"}"]>
2023-06-24 13:51:02.095  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 13:51:02.095  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 13:52:26.558  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 13:52:26.558  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 13:52:26.558  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 13:52:26.558  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 13:52:26.569  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 13:52:26.569  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 13:52:26.569  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : properties: {"cnum": "0009"}
2023-06-24 13:52:26.569  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro
2023-06-24 13:52:26.584  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{"cnum": "0009"}"]>
2023-06-24 13:52:33.536  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 13:52:33.541  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 14:01:40.008  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Starting DocumentServiceApplication using Java 17.0.7 with PID 24276 (C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\target\classes started by 002JI2744 in C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService)
2023-06-24 14:01:40.010  INFO -- [main] c.i.g.d.DocumentServiceApplication       : No active profile set, falling back to 1 default profile: "default"
2023-06-24 14:01:40.656  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8081 (http)
2023-06-24 14:01:40.665  INFO -- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-06-24 14:01:40.666  INFO -- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-24 14:01:40.747  INFO -- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-06-24 14:01:40.748  INFO -- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 700 ms
2023-06-24 14:01:41.016  WARN -- [main] ConfigServletWebServerApplicationContext : Exception encountered during context initialization - cancelling refresh attempt: org.springframework.context.ApplicationContextException: Failed to start bean 'webServerStartStop'
2023-06-24 14:01:41.019  INFO -- [main] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
2023-06-24 14:01:41.030  INFO -- [main] .s.b.a.l.ConditionEvaluationReportLogger : 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2023-06-24 14:01:41.043 ERROR -- [main] o.s.b.d.LoggingFailureAnalysisReporter   : 

***************************
APPLICATION FAILED TO START
***************************

Description:

Web server failed to start. Port 8081 was already in use.

Action:

Identify and stop the process that's listening on port 8081 or configure this application to listen on another port.

2023-06-24 14:01:51.975  INFO -- [RMI TCP Connection(23)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 14:01:51.989  INFO -- [RMI TCP Connection(23)-127.0.0.1] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
